state,parent_state,to_move,layer,P(X wins),P(X wins) difference,P(O wins),P(O wins) difference,P(draws),P(draws) difference
OXOO..XX.,OXO...XX.,X,6,1.0,0.25,0.0,-0.25,0.0,0.0
OXO.O.XXX,OXO.O.XX.,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OXO.O.XX.,OXO...XX.,X,6,0.6666666667,-0.08333333330000003,0.3333333333,0.08333333329999998,0.0,0.0
OXO.XOXX.,OXO..OXX.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OXO..OXXX,OXO..OXX.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OXO..OXX.,OXO...XX.,X,6,0.8333333333,0.08333333330000003,0.1666666667,-0.0833333333,0.0,0.0
OXO.X.XXO,OXO...XXO,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OXO...XXO,OXO...XX.,X,6,0.5,-0.25,0.5,0.25,0.0,0.0
OXO...XX.,OXO....X.,O,5,0.75,0.016666666700000055,0.25,-0.0166666667,0.0,0.0
OXOOX..XX,OXOO...XX,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OXOO...XX,OXO....XX,X,6,0.8333333333,0.08333333330000003,0.1666666667,-0.0833333333,0.0,0.0
OXO.O..XX,OXO....XX,X,6,0.6666666667,-0.08333333330000003,0.3333333333,0.08333333329999998,0.0,0.0
OXO.XO.XX,OXO..O.XX,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OXO..O.XX,OXO....XX,X,6,1.0,0.25,0.0,-0.25,0.0,0.0
OXO.X.OXX,OXO...OXX,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OXO...OXX,OXO....XX,X,6,0.5,-0.25,0.5,0.25,0.0,0.0
OXO....XX,OXO....X.,O,5,0.75,0.016666666700000055,0.25,-0.0166666667,0.0,0.0
OXO....X.,OX.....X.,X,4,0.7333333333,0.19999999999999996,0.2666666667,-0.15000000000000002,0.0,-0.05
OXXOOXOX.,OXXOOX.X.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXOOX.XO,OXXOOX.X.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXOOX.X.,OXXOO..X.,O,7,0.0,0.0,1.0,0.0,0.0,0.0
OXXOOOXX.,OXXOO.XX.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXOO.XXO,OXXOO.XX.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXOO.XX.,OXXOO..X.,O,7,0.0,0.0,1.0,0.0,0.0,0.0
OXXOOO.XX,OXXOO..XX,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXOO.OXX,OXXOO..XX,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXOO..XX,OXXOO..X.,O,7,0.0,0.0,1.0,0.0,0.0,0.0
OXXOO..X.,OXXO...X.,X,6,0.0,-0.25,1.0,0.25,0.0,0.0
OXXOXO.X.,OXXO.O.X.,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OXXOXOXXO,OXXO.OXXO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXXO.OXXO,OXXO.OXX.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OXXO.OXX.,OXXO.O.X.,O,7,0.5,0.0,0.5,0.0,0.0,0.0
OXXO.OOXX,OXXO.O.XX,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXO.O.XX,OXXO.O.X.,O,7,0.0,-0.5,1.0,0.5,0.0,0.0
OXXO.O.X.,OXXO...X.,X,6,0.5,0.25,0.5,-0.25,0.0,0.0
OXXO..OX.,OXXO...X.,X,6,0.0,-0.25,1.0,0.25,0.0,0.0
OXXOX..XO,OXXO...XO,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OXXO.XOXO,OXXO.X.XO,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXO.X.XO,OXXO...XO,O,7,0.0,-0.5,1.0,0.5,0.0,0.0
OXXO..XXO,OXXO...XO,O,7,0.5,0.0,0.5,0.0,0.0,0.0
OXXO...XO,OXXO...X.,X,6,0.5,0.25,0.5,-0.25,0.0,0.0
OXXO...X.,OX.O...X.,O,5,0.25,-0.33333333330000003,0.75,0.3333333333,0.0,0.0
OX.OX..X.,OX.O...X.,O,5,1.0,0.41666666669999997,0.0,-0.4166666667,0.0,0.0
OX.OOXXXO,OX.OOXXX.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OX.OOXXX.,OX.OOX.X.,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
OX.OOXOXX,OX.OOX.XX,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OX.OOX.XX,OX.OOX.X.,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
OX.OOX.X.,OX.O.X.X.,X,6,0.3333333333,-0.08333333340000004,0.6666666667,0.08333333339999993,0.0,0.0
OX.O.XOX.,OX.O.X.X.,X,6,0.0,-0.4166666667,1.0,0.41666666669999997,0.0,0.0
OX.OXX.XO,OX.O.X.XO,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OX.O.XXXO,OX.O.X.XO,O,7,0.5,0.0,0.5,0.0,0.0,0.0
OX.O.X.XO,OX.O.X.X.,X,6,0.5,0.08333333329999998,0.5,-0.08333333330000003,0.0,0.0
OX.O.X.X.,OX.O...X.,O,5,0.4166666667,-0.1666666666,0.5833333333,0.1666666666,0.0,0.0
OX.OO.XXX,OX.OO.XX.,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OX.OO.XX.,OX.O..XX.,X,6,0.5,-0.25,0.5,0.25,0.0,0.0
OX.OXOXX.,OX.O.OXX.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OX.O.OXXX,OX.O.OXX.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OX.O.OXX.,OX.O..XX.,X,6,0.8333333333,0.08333333330000003,0.1666666667,-0.0833333333,0.0,0.0
OX.OX.XXO,OX.O..XXO,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OX.O..XXO,OX.O..XX.,X,6,0.6666666667,-0.08333333330000003,0.3333333333,0.08333333329999998,0.0,0.0
OX.O..XX.,OX.O...X.,O,5,0.75,0.16666666669999997,0.25,-0.16666666670000002,0.0,0.0
OX.OO..XX,OX.O...XX,X,6,0.5,0.0,0.5,0.0,0.0,0.0
OX.OXO.XX,OX.O.O.XX,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OX.O.O.XX,OX.O...XX,X,6,0.6666666667,0.16666666669999997,0.3333333333,-0.16666666670000002,0.0,0.0
OX.O..OXX,OX.O...XX,X,6,0.0,-0.5,1.0,0.5,0.0,0.0
OX.O...XX,OX.O...X.,O,5,0.5,-0.08333333330000003,0.5,0.08333333329999998,0.0,0.0
OX.O...X.,OX.....X.,X,4,0.5833333333,0.050000000000000044,0.4166666667,0.0,0.0,-0.05
OXXXOOOXX,OXXXOOOX.,O,9,0.0,0.0,0.0,0.0,1.0,0.0
OXXXOOOX.,OXXXOO.X.,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
OXXXOO.XO,OXXXOO.X.,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
OXXXOO.X.,OXX.OO.X.,O,7,0.0,0.0,0.5,-0.16666666669999997,0.5,0.16666666670000002
OXX.OOXXO,OXX.OOXX.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXX.OOXX.,OXX.OO.X.,O,7,0.0,0.0,1.0,0.33333333330000003,0.0,-0.3333333333
OXX.OOOXX,OXX.OO.XX,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
OXX.OO.XX,OXX.OO.X.,O,7,0.0,0.0,0.5,-0.16666666669999997,0.5,0.16666666670000002
OXX.OO.X.,OXX.O..X.,X,6,0.0,0.0,0.6666666667,-0.16666666660000007,0.3333333333,0.16666666659999999
OXXXO.OXO,OXXXO.OX.,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
OXXXO.OX.,OXX.O.OX.,O,7,0.0,0.0,0.5,-0.16666666669999997,0.5,0.16666666670000002
OXX.OXOXO,OXX.OXOX.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXX.OXOX.,OXX.O.OX.,O,7,0.0,0.0,1.0,0.33333333330000003,0.0,-0.3333333333
OXX.O.OXX,OXX.O.OX.,O,7,0.0,0.0,0.5,-0.16666666669999997,0.5,0.16666666670000002
OXX.O.OX.,OXX.O..X.,X,6,0.0,0.0,0.6666666667,-0.16666666660000007,0.3333333333,0.16666666659999999
OXX.O..XO,OXX.O..X.,X,6,0.0,0.0,1.0,0.16666666669999997,0.0,-0.1666666667
OXX.O..X.,OX..O..X.,O,5,0.0,-0.2333333333,0.8333333333,0.16666666660000007,0.1666666667,0.06666666669999999
OX.XOOXXO,OX.XOOXX.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OX.XOOXX.,OX.XOO.X.,O,7,0.5,0.16666666670000002,0.5,0.16666666670000002,0.0,-0.3333333333
OX.XOOOXX,OX.XOO.XX,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OX.XOO.XX,OX.XOO.X.,O,7,0.5,0.16666666670000002,0.0,-0.3333333333,0.5,0.16666666670000002
OX.XOO.X.,OX.XO..X.,X,6,0.3333333333,0.16666666659999999,0.3333333333,-0.3333333334,0.3333333333,0.16666666659999999
OX.XOXOXO,OX.XOXOX.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OX.XOXOX.,OX.XO.OX.,O,7,0.0,0.0,1.0,0.33333333330000003,0.0,-0.3333333333
OX.XO.OXX,OX.XO.OX.,O,7,0.0,0.0,0.5,-0.16666666669999997,0.5,0.16666666670000002
OX.XO.OX.,OX.XO..X.,X,6,0.0,-0.1666666667,0.6666666667,0.0,0.3333333333,0.16666666659999999
OX.XO..XO,OX.XO..X.,X,6,0.0,-0.1666666667,1.0,0.33333333330000003,0.0,-0.1666666667
OX.XO..X.,OX..O..X.,O,5,0.1666666667,-0.06666666660000001,0.6666666667,0.0,0.1666666667,0.06666666669999999
OX..OXOXX,OX..OXOX.,O,7,0.0,0.0,1.0,0.0,0.0,0.0
OX..OXOX.,OX..OX.X.,X,6,0.0,-0.1666666667,1.0,0.16666666669999997,0.0,0.0
OX..OX.XO,OX..OX.X.,X,6,0.0,-0.1666666667,1.0,0.16666666669999997,0.0,0.0
OX..OX.X.,OX..O..X.,O,5,0.1666666667,-0.06666666660000001,0.8333333333,0.16666666660000007,0.0,-0.1
OX..OOXXX,OX..OOXX.,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OX..OOXX.,OX..O.XX.,X,6,0.5,0.08333333329999998,0.5,-0.08333333330000003,0.0,0.0
OX..O.XXO,OX..O.XX.,X,6,0.0,-0.4166666667,1.0,0.41666666669999997,0.0,0.0
OX..O.XX.,OX..O..X.,O,5,0.4166666667,0.18333333340000002,0.5833333333,-0.08333333339999993,0.0,-0.1
OX..OO.XX,OX..O..XX,X,6,0.5,0.08333333329999998,0.1666666667,-0.25,0.3333333333,0.16666666659999999
OX..O.OXX,OX..O..XX,X,6,0.0,-0.4166666667,0.6666666667,0.24999999999999994,0.3333333333,0.16666666659999999
OX..O..XX,OX..O..X.,O,5,0.4166666667,0.18333333340000002,0.4166666667,-0.24999999999999994,0.1666666667,0.06666666669999999
OX..O..X.,OX.....X.,X,4,0.2333333333,-0.3,0.6666666667,0.24999999999999994,0.1,0.05
OXXXXOOXO,OXXX.OOXO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXXX.OOXO,OXXX.OOX.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OXXX.OOX.,OXX..OOX.,O,7,0.5,0.0,0.0,-0.1666666667,0.5,0.16666666670000002
OXX.XOOX.,OXX..OOX.,O,7,1.0,0.5,0.0,-0.1666666667,0.0,-0.3333333333
OXX..OOXX,OXX..OOX.,O,7,0.0,-0.5,0.5,0.33333333330000003,0.5,0.16666666670000002
OXX..OOX.,OXX..O.X.,X,6,0.5,0.08333333329999998,0.1666666667,-0.25,0.3333333333,0.16666666659999999
OXXX.O.XO,OXX..O.XO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXX.XO.XO,OXX..O.XO,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OXX..OXXO,OXX..O.XO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXX..O.XO,OXX..O.X.,X,6,0.6666666667,0.24999999999999994,0.3333333333,-0.08333333340000004,0.0,-0.1666666667
OXX..O.X.,OX...O.X.,O,5,0.4166666667,-0.24999999999999994,0.4166666667,0.18333333340000002,0.1666666667,0.06666666669999999
OX.XXOOX.,OX.X.OOX.,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
OX.X.OOXX,OX.X.OOX.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OX.X.OOX.,OX.X.O.X.,X,6,0.6666666667,0.08333333339999993,0.0,-0.25,0.3333333333,0.16666666659999999
OX.XXO.XO,OX.X.O.XO,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OX.X.OXXO,OX.X.O.XO,O,7,0.0,-0.5,1.0,0.5,0.0,0.0
OX.X.O.XO,OX.X.O.X.,X,6,0.5,-0.08333333330000003,0.5,0.25,0.0,-0.1666666667
OX.X.O.X.,OX...O.X.,O,5,0.5833333333,-0.08333333339999993,0.25,0.0166666667,0.1666666667,0.06666666669999999
OX..XO.X.,OX...O.X.,O,5,1.0,0.33333333330000003,0.0,-0.2333333333,0.0,-0.1
OX..XOXXO,OX...OXXO,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OX...OXXO,OX...OXX.,X,6,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OX...OXX.,OX...O.X.,O,5,0.6666666667,0.0,0.3333333333,0.09999999999999998,0.0,-0.1
OX..XOOXX,OX...OOXX,O,7,1.0,0.5,0.0,-0.1666666667,0.0,-0.3333333333
OX...OOXX,OX...O.XX,X,6,0.5,-0.16666666669999997,0.1666666667,0.0,0.3333333333,0.16666666659999999
OX...O.XX,OX...O.X.,O,5,0.6666666667,0.0,0.1666666667,-0.06666666660000001,0.1666666667,0.06666666669999999
OX...O.X.,OX.....X.,X,4,0.6666666667,0.13333333339999998,0.2333333333,-0.18333333340000002,0.1,0.05
OXXX..OXO,OXX...OXO,O,7,0.5,0.0,0.5,0.0,0.0,0.0
OXX.X.OXO,OXX...OXO,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OXX..XOXO,OXX...OXO,O,7,0.0,-0.5,1.0,0.5,0.0,0.0
OXX...OXO,OXX...OX.,X,6,0.5,0.25,0.5,-0.08333333330000003,0.0,-0.1666666667
OXX...OX.,OX....OX.,O,5,0.25,-0.2,0.5833333333,0.13333333330000002,0.1666666667,0.06666666669999999
OX.XX.OXO,OX.X..OXO,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OX.X.XOXO,OX.X..OXO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OX.X..OXO,OX.X..OX.,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.0,0.0,-0.1666666667
OX.X..OX.,OX....OX.,O,5,0.5,0.04999999999999999,0.3333333333,-0.11666666670000003,0.1666666667,0.06666666669999999
OX..X.OX.,OX....OX.,O,5,1.0,0.55,0.0,-0.45,0.0,-0.1
OX..XXOXO,OX...XOXO,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OX...XOXO,OX...XOX.,X,6,0.5,0.25,0.5,-0.25,0.0,0.0
OX...XOX.,OX....OX.,O,5,0.25,-0.2,0.75,0.3,0.0,-0.1
OX....OXX,OX....OX.,O,5,0.25,-0.2,0.5833333333,0.13333333330000002,0.1666666667,0.06666666669999999
OX....OX.,OX.....X.,X,4,0.45,-0.08333333329999998,0.45,0.03333333329999999,0.1,0.05
OXX....XO,OX.....XO,O,5,0.4166666667,-0.11666666659999997,0.5833333333,0.11666666660000002,0.0,0.0
OX.X...XO,OX.....XO,O,5,0.4166666667,-0.11666666659999997,0.5833333333,0.11666666660000002,0.0,0.0
OX..X..XO,OX.....XO,O,5,1.0,0.4666666667,0.0,-0.4666666667,0.0,0.0
OX...X.XO,OX.....XO,O,5,0.4166666667,-0.11666666659999997,0.5833333333,0.11666666660000002,0.0,0.0
OX....XXO,OX.....XO,O,5,0.4166666667,-0.11666666659999997,0.5833333333,0.11666666660000002,0.0,0.0
OX.....XO,OX.....X.,X,4,0.5333333333,0.0,0.4666666667,0.04999999999999999,0.0,-0.05
OX.....X.,O......X.,O,3,0.5333333333,-0.009523809599999988,0.4166666667,0.0166666667,0.05,-0.007142857099999997
OOXXOXOXX,OOXXOXOX.,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OOXXOXOX.,OOXXOX.X.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OOXXOX.XO,OOXXOX.X.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OOXXOX.X.,OOXXO..X.,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OOXXOOXXX,OOXXOOXX.,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OOXXOOXX.,OOXXO.XX.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OOXXO.XXO,OOXXO.XX.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OOXXO.XX.,OOXXO..X.,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OOXXOO.XX,OOXXO..XX,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OOXXO.OXX,OOXXO..XX,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OOXXO..XX,OOXXO..X.,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OOXXO..X.,OOXX...X.,X,6,0.6666666667,0.0,0.3333333333,0.16666666659999999,0.0,-0.1666666667
OOXXXOOXX,OOXXXOOX.,O,9,0.0,0.0,0.0,0.0,1.0,0.0
OOXXXOOX.,OOXXXO.X.,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OOXXXOXXO,OOXXXO.XO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OOXXXO.XO,OOXXXO.X.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OOXXXO.X.,OOXX.O.X.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OOXX.OXXO,OOXX.OXX.,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OOXX.OXX.,OOXX.O.X.,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
OOXX.OOXX,OOXX.O.XX,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OOXX.O.XX,OOXX.O.X.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OOXX.O.X.,OOXX...X.,X,6,0.6666666667,0.0,0.0,-0.1666666667,0.3333333333,0.16666666659999999
OOXXXXOXO,OOXXX.OXO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OOXXX.OXO,OOXXX.OX.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OOXXX.OX.,OOXX..OX.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OOXX.XOXO,OOXX.XOX.,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OOXX.XOX.,OOXX..OX.,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
OOXX..OXX,OOXX..OX.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OOXX..OX.,OOXX...X.,X,6,0.6666666667,0.0,0.0,-0.1666666667,0.3333333333,0.16666666659999999
OOXXX..XO,OOXX...XO,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OOXX.X.XO,OOXX...XO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OOXX..XXO,OOXX...XO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OOXX...XO,OOXX...X.,X,6,0.6666666667,0.0,0.3333333333,0.16666666659999999,0.0,-0.1666666667
OOXX...X.,OOX....X.,O,5,0.6666666667,-0.06666666659999998,0.1666666667,0.0,0.1666666667,0.06666666669999999
OOXOXXOX.,OOXOXX.X.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OOXOXXXXO,OOXOXX.XO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OOXOXX.XO,OOXOXX.X.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OOXOXX.X.,OOXOX..X.,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OOXOX.XX.,OOXOX..X.,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OOXOXOXXX,OOXOXO.XX,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OOXOXO.XX,OOXOX..XX,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OOXOX.OXX,OOXOX..XX,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OOXOX..XX,OOXOX..X.,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OOXOX..X.,OOX.X..X.,X,6,0.6666666667,0.0,0.3333333333,0.16666666659999999,0.0,-0.1666666667
OOX.XOXX.,OOX.XO.X.,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
OOX.XOOXX,OOX.XO.XX,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OOX.XO.XX,OOX.XO.X.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OOX.XO.X.,OOX.X..X.,X,6,0.6666666667,0.0,0.0,-0.1666666667,0.3333333333,0.16666666659999999
OOX.XXOXO,OOX.XXOX.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
