state,parent_state,to_move,layer,P(X wins),P(X wins) difference,P(O wins),P(O wins) difference,P(draws),P(draws) difference
OXOXX.XO.,OXOX..XO.,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
OXOX.XXOO,OXOX.XXO.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OXOX.XXO.,OXOX..XO.,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
OXOX..XOX,OXOX..XO.,O,7,0.0,-0.3333333333,0.0,0.0,1.0,0.33333333330000003
OXOX..XO.,OXOX..X..,X,6,0.3333333333,0.0,0.0,-0.3333333333,0.6666666667,0.3333333334
OXOXX.X.O,OXOX..X.O,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
OXOX.XX.O,OXOX..X.O,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
OXOX..XXO,OXOX..X.O,O,7,0.0,-0.3333333333,1.0,0.33333333330000003,0.0,0.0
OXOX..X.O,OXOX..X..,X,6,0.3333333333,0.0,0.6666666667,0.3333333334,0.0,-0.3333333333
OXOX..X..,OXO...X..,O,5,0.3333333333,-0.2,0.3333333333,0.16666666659999999,0.3333333333,0.03333333329999999
OXOOXXXOX,OXOOXXXO.,O,9,0.0,0.0,0.0,0.0,1.0,0.0
OXOOXXXO.,OXOOXXX..,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OXOOXXXXO,OXOOXXX.O,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXOOXXX.O,OXOOXXX..,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OXOOXXX..,OXOOX.X..,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OXOOX.XX.,OXOOX.X..,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
OXOOXOXXX,OXOOXOX.X,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXOOXOX.X,OXOOX.X.X,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OXOOX.XOX,OXOOX.X.X,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OXOOX.X.X,OXOOX.X..,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OXOOX.X..,OXO.X.X..,X,6,0.6666666667,0.08333333339999993,0.0,-0.0833333333,0.3333333333,0.0
OXO.XOXX.,OXO.XOX..,O,7,1.0,0.5,0.0,-0.1666666667,0.0,-0.3333333333
OXO.XOXOX,OXO.XOX.X,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OXO.XOX.X,OXO.XOX..,O,7,0.5,0.0,0.0,-0.1666666667,0.5,0.16666666670000002
OXO.XOX..,OXO.X.X..,X,6,0.5,-0.08333333330000003,0.1666666667,0.08333333339999999,0.3333333333,0.0
OXO.XXXOO,OXO.XXXO.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OXO.XXXO.,OXO.X.XO.,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
OXO.X.XOX,OXO.X.XO.,O,7,0.0,-0.3333333333,0.0,0.0,1.0,0.33333333330000003
OXO.X.XO.,OXO.X.X..,X,6,0.3333333333,-0.25000000000000006,0.0,-0.0833333333,0.6666666667,0.3333333334
OXO.XXX.O,OXO.X.X.O,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OXO.X.XXO,OXO.X.X.O,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OXO.X.X.O,OXO.X.X..,X,6,0.8333333333,0.25,0.1666666667,0.08333333339999999,0.0,-0.3333333333
OXO.X.X..,OXO...X..,O,5,0.5833333333,0.050000000000000044,0.0833333333,-0.08333333339999999,0.3333333333,0.03333333329999999
OXOOOXXXX,OXOOOXXX.,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXOOOXXX.,OXOO.XXX.,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OXOO.XXXO,OXOO.XXX.,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OXOO.XXX.,OXOO.XX..,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
OXOOOXX.X,OXOO.XX.X,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OXOO.XXOX,OXOO.XX.X,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OXOO.XX.X,OXOO.XX..,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OXOO.XX..,OXO..XX..,X,6,0.6666666667,0.16666666669999997,0.0,-0.1666666667,0.3333333333,0.0
OXO.OXXXO,OXO.OXXX.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OXO.OXXX.,OXO.OXX..,O,7,0.5,0.16666666670000002,0.5,0.16666666670000002,0.0,-0.3333333333
OXO.OXXOX,OXO.OXX.X,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OXO.OXX.X,OXO.OXX..,O,7,0.5,0.16666666670000002,0.0,-0.3333333333,0.5,0.16666666670000002
OXO.OXX..,OXO..XX..,X,6,0.3333333333,-0.16666666670000002,0.3333333333,0.16666666659999999,0.3333333333,0.0
OXO..XXOX,OXO..XXO.,O,7,0.0,-0.3333333333,0.0,0.0,1.0,0.33333333330000003
OXO..XXO.,OXO..XX..,X,6,0.3333333333,-0.16666666670000002,0.0,-0.1666666667,0.6666666667,0.3333333334
OXO..XXXO,OXO..XX.O,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXO..XX.O,OXO..XX..,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.16666666659999999,0.0,-0.3333333333
OXO..XX..,OXO...X..,O,5,0.5,-0.03333333329999999,0.1666666667,0.0,0.3333333333,0.03333333329999999
OXOO..XXX,OXOO..XX.,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OXOO..XX.,OXO...XX.,X,6,1.0,0.25,0.0,-0.25,0.0,0.0
OXO.O.XXX,OXO.O.XX.,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OXO.O.XX.,OXO...XX.,X,6,0.6666666667,-0.08333333330000003,0.3333333333,0.08333333329999998,0.0,0.0
OXO..OXXX,OXO..OXX.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OXO..OXX.,OXO...XX.,X,6,0.8333333333,0.08333333330000003,0.1666666667,-0.0833333333,0.0,0.0
OXO...XXO,OXO...XX.,X,6,0.5,-0.25,0.5,0.25,0.0,0.0
OXO...XX.,OXO...X..,O,5,0.75,0.2166666667,0.25,0.0833333333,0.0,-0.3
OXOO..X.X,OXO...X.X,X,6,0.6666666667,0.16666666669999997,0.0,0.0,0.3333333333,-0.16666666670000002
OXO.O.X.X,OXO...X.X,X,6,0.6666666667,0.16666666669999997,0.0,0.0,0.3333333333,-0.16666666670000002
OXO..OX.X,OXO...X.X,X,6,0.6666666667,0.16666666669999997,0.0,0.0,0.3333333333,-0.16666666670000002
OXO...XOX,OXO...X.X,X,6,0.0,-0.5,0.0,0.0,1.0,0.5
OXO...X.X,OXO...X..,O,5,0.5,-0.03333333329999999,0.0,-0.1666666667,0.5,0.2
OXO...X..,OX....X..,X,4,0.5333333333,0.0,0.1666666667,-0.1,0.3,0.09999999999999998
OXXOOXXOX,OXXOOXXO.,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXXOOXXO.,OXXOOXX..,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OXXOOXX.O,OXXOOXX..,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OXXOOXX..,OXXOO.X..,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
OXXOOOXX.,OXXOO.XX.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXOO.XXO,OXXOO.XX.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXXOO.XX.,OXXOO.X..,O,7,0.0,-0.3333333333,1.0,0.33333333330000003,0.0,0.0
OXXOOOX.X,OXXOO.X.X,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OXXOO.XOX,OXXOO.X.X,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OXXOO.X.X,OXXOO.X..,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
OXXOO.X..,OXXO..X..,X,6,0.3333333333,-0.3333333334,0.6666666667,0.3333333334,0.0,0.0
OXXOXOX..,OXXO.OX..,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OXXOXOXXO,OXXO.OXXO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXXO.OXXO,OXXO.OXX.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OXXO.OXX.,OXXO.OX..,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXXOXOXOX,OXXO.OXOX,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXXO.OXOX,OXXO.OX.X,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OXXO.OX.X,OXXO.OX..,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXXO.OX..,OXXO..X..,X,6,0.6666666667,0.0,0.3333333333,0.0,0.0,0.0
OXXOX.XO.,OXXO..XO.,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OXXOXXXOO,OXXO.XXOO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXXO.XXOO,OXXO.XXO.,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OXXO.XXO.,OXXO..XO.,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OXXO..XOX,OXXO..XO.,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OXXO..XO.,OXXO..X..,X,6,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OXXOX.X.O,OXXO..X.O,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OXXO.XX.O,OXXO..X.O,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXXO..XXO,OXXO..X.O,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXXO..X.O,OXXO..X..,X,6,0.6666666667,0.0,0.3333333333,0.0,0.0,0.0
OXXO..X..,OX.O..X..,O,5,0.6666666667,-0.06666666659999998,0.3333333333,0.16666666659999999,0.0,-0.1
OX.OXOXX.,OX.OXOX..,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OX.OXOXOX,OX.OXOX.X,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OX.OXOX.X,OX.OXOX..,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OX.OXOX..,OX.OX.X..,X,6,1.0,0.16666666669999997,0.0,0.0,0.0,-0.1666666667
OX.OXXXOO,OX.OXXXO.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OX.OXXXO.,OX.OX.XO.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OX.OX.XOX,OX.OX.XO.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OX.OX.XO.,OX.OX.X..,X,6,0.6666666667,-0.16666666660000007,0.0,0.0,0.3333333333,0.16666666659999999
OX.OXXX.O,OX.OX.X.O,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OX.OX.XXO,OX.OX.X.O,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OX.OX.X.O,OX.OX.X..,X,6,1.0,0.16666666669999997,0.0,0.0,0.0,-0.1666666667
OX.OX.X..,OX.O..X..,O,5,0.8333333333,0.10000000000000009,0.0,-0.1666666667,0.1666666667,0.06666666669999999
OX.OOXXXO,OX.OOXXX.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OX.OOXXX.,OX.OOXX..,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OX.OOXXOX,OX.OOXX.X,X,8,1.0,0.0,0.0,0.0,0.0,0.0
OX.OOXX.X,OX.OOXX..,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OX.OOXX..,OX.O.XX..,X,6,0.6666666667,0.0,0.3333333333,0.16666666659999999,0.0,-0.1666666667
OX.O.XXOX,OX.O.XXO.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OX.O.XXO.,OX.O.XX..,X,6,0.6666666667,0.0,0.0,-0.1666666667,0.3333333333,0.16666666659999999
OX.O.XXXO,OX.O.XX.O,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OX.O.XX.O,OX.O.XX..,X,6,0.6666666667,0.0,0.3333333333,0.16666666659999999,0.0,-0.1666666667
OX.O.XX..,OX.O..X..,O,5,0.6666666667,-0.06666666659999998,0.1666666667,0.0,0.1666666667,0.06666666669999999
OX.OO.XXX,OX.OO.XX.,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OX.OO.XX.,OX.O..XX.,X,6,0.5,-0.25,0.5,0.25,0.0,0.0
OX.O.OXXX,OX.O.OXX.,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OX.O.OXX.,OX.O..XX.,X,6,0.8333333333,0.08333333330000003,0.1666666667,-0.0833333333,0.0,0.0
OX.O..XXO,OX.O..XX.,X,6,0.6666666667,-0.08333333330000003,0.3333333333,0.08333333329999998,0.0,0.0
OX.O..XX.,OX.O..X..,O,5,0.75,0.016666666700000055,0.25,0.0833333333,0.0,-0.1
OX.OO.X.X,OX.O..X.X,X,6,0.8333333333,0.08333333330000003,0.1666666667,0.08333333339999999,0.0,-0.1666666667
OX.O.OX.X,OX.O..X.X,X,6,0.8333333333,0.08333333330000003,0.1666666667,0.08333333339999999,0.0,-0.1666666667
OX.O..XOX,OX.O..X.X,X,6,0.6666666667,-0.08333333330000003,0.0,-0.0833333333,0.3333333333,0.16666666659999999
OX.O..X.X,OX.O..X..,O,5,0.75,0.016666666700000055,0.0833333333,-0.08333333339999999,0.1666666667,0.06666666669999999
OX.O..X..,OX....X..,X,4,0.7333333333,0.19999999999999996,0.1666666667,-0.1,0.1,-0.1
OXXXOOXOX,OXXXOOXO.,O,9,0.0,0.0,0.0,0.0,1.0,0.0
OXXXOOXO.,OXXXOOX..,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
OXXXOOX.O,OXXXOOX..,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
OXXXOOX..,OXX.OOX..,O,7,0.0,0.0,0.5,-0.16666666669999997,0.5,0.16666666670000002
OXX.OOXXO,OXX.OOXX.,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OXX.OOXX.,OXX.OOX..,O,7,0.0,0.0,1.0,0.33333333330000003,0.0,-0.3333333333
OXX.OOXOX,OXX.OOX.X,X,8,0.0,0.0,0.0,-0.5,1.0,0.5
OXX.OOX.X,OXX.OOX..,O,7,0.0,0.0,0.5,-0.16666666669999997,0.5,0.16666666670000002
OXX.OOX..,OXX.O.X..,X,6,0.0,-0.1666666667,0.6666666667,0.0,0.3333333333,0.16666666659999999
OXXXO.XOO,OXXXO.XO.,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
OXXXO.XO.,OXX.O.XO.,O,7,0.0,-0.3333333333,0.5,0.16666666670000002,0.5,0.16666666670000002
OXX.OXXOO,OXX.OXXO.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OXX.OXXO.,OXX.O.XO.,O,7,0.5,0.16666666670000002,0.5,0.16666666670000002,0.0,-0.3333333333
OXX.O.XOX,OXX.O.XO.,O,7,0.5,0.16666666670000002,0.0,-0.3333333333,0.5,0.16666666670000002
OXX.O.XO.,OXX.O.X..,X,6,0.3333333333,0.16666666659999999,0.3333333333,-0.3333333334,0.3333333333,0.16666666659999999
OXX.O.X.O,OXX.O.X..,X,6,0.0,-0.1666666667,1.0,0.33333333330000003,0.0,-0.1666666667
OXX.O.X..,OX..O.X..,O,5,0.1666666667,-0.16666666659999999,0.6666666667,0.19999999999999996,0.1666666667,-0.03333333330000002
OX.XOOXXO,OX.XOOXX.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
OX.XOOXX.,OX.XOOX..,O,7,0.5,0.16666666670000002,0.5,0.16666666670000002,0.0,-0.3333333333
OX.XOOXOX,OX.XOOX.X,X,8,0.0,-0.5,0.0,0.0,1.0,0.5
OX.XOOX.X,OX.XOOX..,O,7,0.5,0.16666666670000002,0.0,-0.3333333333,0.5,0.16666666670000002
OX.XOOX..,OX.XO.X..,X,6,0.3333333333,0.16666666659999999,0.3333333333,-0.16666666670000002,0.3333333333,0.0
OX.XOXXOO,OX.XOXXO.,X,8,0.0,0.0,1.0,0.5,0.0,-0.5
OX.XOXXO.,OX.XO.XO.,O,7,0.0,0.0,0.5,0.16666666670000002,0.5,-0.16666666669999997
OX.XO.XOX,OX.XO.XO.,O,7,0.0,0.0,0.0,-0.3333333333,1.0,0.33333333330000003
OX.XO.XO.,OX.XO.X..,X,6,0.0,-0.1666666667,0.3333333333,-0.16666666670000002,0.6666666667,0.3333333334
OX.XO.X.O,OX.XO.X..,X,6,0.0,-0.1666666667,1.0,0.5,0.0,-0.3333333333
OX.XO.X..,OX..O.X..,O,5,0.1666666667,-0.16666666659999999,0.5,0.03333333329999999,0.3333333333,0.13333333329999997
OX..OXXOX,OX..OXXO.,O,7,0.5,0.16666666670000002,0.0,-0.3333333333,0.5,0.16666666670000002
OX..OXXO.,OX..OXX..,X,6,0.3333333333,0.0,0.3333333333,-0.16666666670000002,0.3333333333,0.16666666659999999
OX..OXX.O,OX..OXX..,X,6,0.0,-0.3333333333,1.0,0.5,0.0,-0.1666666667
OX..OXX..,OX..O.X..,O,5,0.3333333333,0.0,0.5,0.03333333329999999,0.1666666667,-0.03333333330000002
OX..OOXXX,OX..OOXX.,O,7,1.0,0.5,0.0,-0.5,0.0,0.0
OX..OOXX.,OX..O.XX.,X,6,0.5,0.08333333329999998,0.5,-0.08333333330000003,0.0,0.0
OX..O.XXO,OX..O.XX.,X,6,0.0,-0.4166666667,1.0,0.41666666669999997,0.0,0.0
OX..O.XX.,OX..O.X..,O,5,0.4166666667,0.08333333340000004,0.5833333333,0.11666666660000002,0.0,-0.2
OX..OOX.X,OX..O.X.X,X,6,0.5,-0.08333333330000003,0.1666666667,0.08333333339999999,0.3333333333,0.0
OX..O.XOX,OX..O.X.X,X,6,0.3333333333,-0.25000000000000006,0.0,-0.0833333333,0.6666666667,0.3333333334
OX..O.X.X,OX..O.X..,O,5,0.5833333333,0.25000000000000006,0.0833333333,-0.3833333334,0.3333333333,0.13333333329999997
OX..O.X..,OX....X..,X,4,0.3333333333,-0.2,0.4666666667,0.2,0.2,0.0
OXXXXOXOO,OXXX.OXOO,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OXXX.OXOO,OXXX.OXO.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OXXX.OXO.,OXX..OXO.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OXX.XOXO.,OXX..OXO.,O,7,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
OXX..OXOX,OXX..OXO.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OXX..OXO.,OXX..OX..,X,6,0.6666666667,0.16666666669999997,0.0,-0.3333333333,0.3333333333,0.16666666659999999
OXXX.OX.O,OXX..OX.O,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXX.XOX.O,OXX..OX.O,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OXX..OXXO,OXX..OX.O,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXX..OX.O,OXX..OX..,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.0,0.0,-0.1666666667
OXX..OX..,OX...OX..,O,5,0.5,-0.06666666669999999,0.3333333333,0.09999999999999998,0.1666666667,-0.03333333330000002
OX.XXOXOO,OX.XXOXO.,X,8,1.0,0.5,0.0,0.0,0.0,-0.5
OX.XXOXO.,OX.X.OXO.,O,7,0.5,0.16666666670000002,0.0,0.0,0.5,-0.16666666669999997
OX.X.OXOX,OX.X.OXO.,O,7,0.0,-0.3333333333,0.0,0.0,1.0,0.33333333330000003
OX.X.OXO.,OX.X.OX..,X,6,0.3333333333,0.0,0.0,-0.3333333333,0.6666666667,0.3333333334
OX.XXOX.O,OX.X.OX.O,O,7,0.5,0.16666666670000002,0.5,-0.16666666669999997,0.0,0.0
OX.X.OXXO,OX.X.OX.O,O,7,0.0,-0.3333333333,1.0,0.33333333330000003,0.0,0.0
OX.X.OX.O,OX.X.OX..,X,6,0.3333333333,0.0,0.6666666667,0.3333333334,0.0,-0.3333333333
OX.X.OX..,OX...OX..,O,5,0.3333333333,-0.2333333334,0.3333333333,0.09999999999999998,0.3333333333,0.13333333329999997
OX..XOXOX,OX..XOXO.,O,7,0.5,-0.16666666669999997,0.0,0.0,0.5,0.16666666670000002
OX..XOXO.,OX..XOX..,X,6,0.6666666667,-0.08333333330000003,0.0,-0.0833333333,0.3333333333,0.16666666659999999
OX..XOXXO,OX..XOX.O,O,7,1.0,0.16666666669999997,0.0,-0.1666666667,0.0,0.0
OX..XOX.O,OX..XOX..,X,6,0.8333333333,0.08333333330000003,0.1666666667,0.08333333339999999,0.0,-0.1666666667
OX..XOX..,OX...OX..,O,5,0.75,0.1833333333,0.0833333333,-0.15,0.1666666667,-0.03333333330000002
OX...OXXO,OX...OXX.,X,6,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OX...OXX.,OX...OX..,O,5,0.6666666667,0.09999999999999998,0.3333333333,0.09999999999999998,0.0,-0.2
OX...OXOX,OX...OX.X,X,6,0.3333333333,-0.25000000000000006,0.0,-0.0833333333,0.6666666667,0.3333333334
OX...OX.X,OX...OX..,O,5,0.5833333333,0.016666666600000046,0.0833333333,-0.15,0.3333333333,0.13333333329999997
OX...OX..,OX....X..,X,4,0.5666666667,0.0333333334,0.2333333333,-0.0333333334,0.2,0.0
OXXX..XOO,OXX...XOO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXX.X.XOO,OXX...XOO,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OXX..XXOO,OXX...XOO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OXX...XOO,OXX...XO.,X,6,0.6666666667,0.0,0.3333333333,0.16666666659999999,0.0,-0.1666666667
OXX...XO.,OX....XO.,O,5,0.6666666667,0.16666666669999997,0.1666666667,0.06666666669999999,0.1666666667,-0.23333333330000003
OX.XX.XOO,OX.X..XOO,O,7,1.0,0.33333333330000003,0.0,-0.3333333333,0.0,0.0
OX.X.XXOO,OX.X..XOO,O,7,0.5,-0.16666666669999997,0.5,0.16666666670000002,0.0,0.0
OX.X..XOO,OX.X..XO.,X,6,0.6666666667,0.3333333334,0.3333333333,0.16666666659999999,0.0,-0.5
OX.X..XO.,OX....XO.,O,5,0.3333333333,-0.16666666670000002,0.1666666667,0.06666666669999999,0.5,0.09999999999999998
OX..XXXOO,OX..X.XOO,O,7,1.0,0.0,0.0,0.0,0.0,0.0
OX..X.XOO,OX..X.XO.,X,6,1.0,0.33333333330000003,0.0,0.0,0.0,-0.3333333333
OX..X.XO.,OX....XO.,O,5,0.6666666667,0.16666666669999997,0.0,-0.1,0.3333333333,-0.06666666670000004
OX...XXOO,OX...XXO.,X,6,0.6666666667,0.16666666669999997,0.3333333333,0.16666666659999999,0.0,-0.3333333333
OX...XXO.,OX....XO.,O,5,0.5,0.0,0.1666666667,0.06666666669999999,0.3333333333,-0.06666666670000004
OX....XOX,OX....XO.,O,5,0.3333333333,-0.16666666670000002,0.0,-0.1,0.6666666667,0.26666666669999994
OX....XO.,OX....X..,X,4,0.5,-0.03333333329999999,0.1,-0.1666666667,0.4,0.2
OXX...X.O,OX....X.O,O,5,0.5,-0.03333333329999999,0.5,0.03333333329999999,0.0,0.0
OX.X..X.O,OX....X.O,O,5,0.3333333333,-0.2,0.6666666667,0.19999999999999996,0.0,0.0
OX..X.X.O,OX....X.O,O,5,0.9166666667,0.3833333334,0.0833333333,-0.3833333334,0.0,0.0
OX...XX.O,OX....X.O,O,5,0.5,-0.03333333329999999,0.5,0.03333333329999999,0.0,0.0
OX....XXO,OX....X.O,O,5,0.4166666667,-0.11666666659999997,0.5833333333,0.11666666660000002,0.0,0.0
OX....X.O,OX....X..,X,4,0.5333333333,0.0,0.4666666667,0.2,0.0,-0.2
OX....X..,O.....X..,O,3,0.5333333333,-0.05238095239999996,0.2666666667,-0.03333333329999999,0.2,0.08571428570000002
OOXXOXXO.,OOXXOXX..,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OOXXOXX.O,OOXXOXX..,X,8,0.0,0.0,1.0,0.0,0.0,0.0
OOXXOXX..,OOXXO.X..,O,7,0.0,-0.3333333333,1.0,0.33333333330000003,0.0,0.0
OOXXOOXXX,OOXXOOXX.,O,9,1.0,0.0,0.0,0.0,0.0,0.0
OOXXOOXX.,OOXXO.XX.,X,8,1.0,0.5,0.0,-0.5,0.0,0.0
OOXXO.XXO,OOXXO.XX.,X,8,0.0,-0.5,1.0,0.5,0.0,0.0
