state,parent_state,to_move,layer,P(X wins),P(O wins),P(draws)
OXOXOX.XO,OXOXOX.X.,X,8,0.0000000000,1.0000000000,0.0000000000
OXOXOX.X.,OXOXOX...,O,7,0.0000000000,1.0000000000,0.0000000000
OXOXOXO.X,OXOXOX..X,X,8,0.0000000000,1.0000000000,0.0000000000
OXOXOX.OX,OXOXOX..X,X,8,0.0000000000,0.0000000000,1.0000000000
OXOXOX..X,OXOXOX...,O,7,0.0000000000,0.5000000000,0.5000000000
OXOXOX...,OXOX.X...,X,6,0.0000000000,0.6666666667,0.3333333333
OXOXXXOXO,OXOX.XOXO,O,9,1.0000000000,0.0000000000,0.0000000000
OXOX.XOXO,OXOX.XOX.,X,8,1.0000000000,0.0000000000,0.0000000000
OXOX.XOX.,OXOX.XO..,O,7,0.5000000000,0.5000000000,0.0000000000
OXOX.XOOX,OXOX.XO.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXOX.XO.X,OXOX.XO..,O,7,0.5000000000,0.5000000000,0.0000000000
OXOX.XO..,OXOX.X...,X,6,0.6666666667,0.3333333333,0.0000000000
OXOX.XXOO,OXOX.XXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OXOX.XXO.,OXOX.X.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXOX.X.OX,OXOX.X.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXOX.X.O.,OXOX.X...,X,6,0.6666666667,0.0000000000,0.3333333333
OXOX.XX.O,OXOX.X..O,O,7,0.5000000000,0.5000000000,0.0000000000
OXOX.X.XO,OXOX.X..O,O,7,0.5000000000,0.5000000000,0.0000000000
OXOX.X..O,OXOX.X...,X,6,0.6666666667,0.3333333333,0.0000000000
OXOX.X...,OXOX.....,O,5,0.5000000000,0.3333333333,0.1666666667
OXOXOOXXX,OXOXOOXX.,O,9,1.0000000000,0.0000000000,0.0000000000
OXOXOOXX.,OXOXO.XX.,X,8,1.0000000000,0.0000000000,0.0000000000
OXOXO.XXO,OXOXO.XX.,X,8,0.0000000000,1.0000000000,0.0000000000
OXOXO.XX.,OXOXO.X..,O,7,0.5000000000,0.5000000000,0.0000000000
OXOXOOX.X,OXOXO.X.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXOXO.XOX,OXOXO.X.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXOXO.X.X,OXOXO.X..,O,7,0.5000000000,0.0000000000,0.5000000000
OXOXO.X..,OXOX..X..,X,6,0.3333333333,0.3333333333,0.3333333333
OXOX.OXXO,OXOX.OXX.,X,8,0.0000000000,1.0000000000,0.0000000000
OXOX.OXX.,OXOX.OX..,O,7,0.5000000000,0.5000000000,0.0000000000
OXOX.OXOX,OXOX.OX.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXOX.OX.X,OXOX.OX..,O,7,0.5000000000,0.0000000000,0.5000000000
OXOX.OX..,OXOX..X..,X,6,0.3333333333,0.3333333333,0.3333333333
OXOX..XOX,OXOX..XO.,O,7,0.0000000000,0.0000000000,1.0000000000
OXOX..XO.,OXOX..X..,X,6,0.3333333333,0.0000000000,0.6666666667
OXOX..XXO,OXOX..X.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXOX..X.O,OXOX..X..,X,6,0.3333333333,0.6666666667,0.0000000000
OXOX..X..,OXOX.....,O,5,0.3333333333,0.3333333333,0.3333333333
OXOXOO.XX,OXOXO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OXOXO.OXX,OXOXO..XX,X,8,0.0000000000,1.0000000000,0.0000000000
OXOXO..XX,OXOXO..X.,O,7,0.5000000000,0.5000000000,0.0000000000
OXOXO..X.,OXOX...X.,X,6,0.3333333333,0.6666666667,0.0000000000
OXOX.OOXX,OXOX.O.XX,X,8,1.0000000000,0.0000000000,0.0000000000
OXOX.O.XX,OXOX.O.X.,O,7,1.0000000000,0.0000000000,0.0000000000
OXOX.O.X.,OXOX...X.,X,6,0.8333333333,0.1666666667,0.0000000000
OXOX..OXX,OXOX..OX.,O,7,0.5000000000,0.5000000000,0.0000000000
OXOX..OX.,OXOX...X.,X,6,0.6666666667,0.3333333333,0.0000000000
OXOX...XO,OXOX...X.,X,6,0.5000000000,0.5000000000,0.0000000000
OXOX...X.,OXOX.....,O,5,0.5833333333,0.4166666667,0.0000000000
OXOXO...X,OXOX....X,X,6,0.3333333333,0.3333333333,0.3333333333
OXOX.O..X,OXOX....X,X,6,0.6666666667,0.0000000000,0.3333333333
OXOX..O.X,OXOX....X,X,6,0.6666666667,0.3333333333,0.0000000000
OXOX...OX,OXOX....X,X,6,0.3333333333,0.0000000000,0.6666666667
OXOX....X,OXOX.....,O,5,0.5000000000,0.1666666667,0.3333333333
OXOX.....,OX.X.....,X,4,0.5333333333,0.2666666667,0.2000000000
OXXXOOXOX,OXXXOOXO.,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXOOXO.,OXXXOOX..,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOOX.O,OXXXOOX..,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXOOX..,OXXXOO...,O,7,0.0000000000,0.5000000000,0.5000000000
OXXXOOOXX,OXXXOOOX.,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXOOOX.,OXXXOO.X.,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOO.XO,OXXXOO.X.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXOO.X.,OXXXOO...,O,7,0.0000000000,0.5000000000,0.5000000000
OXXXOOO.X,OXXXOO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOO.OX,OXXXOO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXOO..X,OXXXOO...,O,7,0.0000000000,0.0000000000,1.0000000000
OXXXOO...,OXXXO....,X,6,0.0000000000,0.3333333333,0.6666666667
OXXXOXOOX,OXXXOXOO.,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXOXOO.,OXXXOXO..,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXOXO.O,OXXXOXO..,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXOXO..,OXXXO.O..,O,7,0.5000000000,0.5000000000,0.0000000000
OXXXO.OXO,OXXXO.OX.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXO.OX.,OXXXO.O..,O,7,0.0000000000,0.5000000000,0.5000000000
OXXXO.OOX,OXXXO.O.X,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXO.O.X,OXXXO.O..,O,7,0.5000000000,0.0000000000,0.5000000000
OXXXO.O..,OXXXO....,X,6,0.3333333333,0.3333333333,0.3333333333
OXXXOX.OO,OXXXOX.O.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXOX.O.,OXXXO..O.,O,7,0.5000000000,0.5000000000,0.0000000000
OXXXO.XOO,OXXXO.XO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXO.XO.,OXXXO..O.,O,7,0.0000000000,0.5000000000,0.5000000000
OXXXO..OX,OXXXO..O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXXXO..O.,OXXXO....,X,6,0.3333333333,0.3333333333,0.3333333333
OXXXO...O,OXXXO....,X,6,0.0000000000,1.0000000000,0.0000000000
OXXXO....,OX.XO....,O,5,0.1666666667,0.5000000000,0.3333333333
OX.XOXOXO,OX.XOXOX.,X,8,0.0000000000,1.0000000000,0.0000000000
OX.XOXOX.,OX.XOXO..,O,7,0.0000000000,1.0000000000,0.0000000000
OX.XOXOOX,OX.XOXO.X,X,8,1.0000000000,0.0000000000,0.0000000000
OX.XOXO.X,OX.XOXO..,O,7,0.5000000000,0.5000000000,0.0000000000
OX.XOXO..,OX.XOX...,X,6,0.3333333333,0.6666666667,0.0000000000
OX.XOXXOO,OX.XOXXO.,X,8,0.0000000000,1.0000000000,0.0000000000
OX.XOXXO.,OX.XOX.O.,O,7,0.0000000000,0.5000000000,0.5000000000
OX.XOX.OX,OX.XOX.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XOX.O.,OX.XOX...,X,6,0.3333333333,0.3333333333,0.3333333333
OX.XOX..O,OX.XOX...,X,6,0.0000000000,1.0000000000,0.0000000000
OX.XOX...,OX.XO....,O,5,0.1666666667,0.6666666667,0.1666666667
OX.XOOXXO,OX.XOOXX.,X,8,0.0000000000,1.0000000000,0.0000000000
OX.XOOXX.,OX.XOOX..,O,7,0.5000000000,0.5000000000,0.0000000000
OX.XOOXOX,OX.XOOX.X,X,8,0.0000000000,0.0000000000,1.0000000000
OX.XOOX.X,OX.XOOX..,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XOOX..,OX.XO.X..,X,6,0.3333333333,0.3333333333,0.3333333333
OX.XO.XOX,OX.XO.XO.,O,7,0.0000000000,0.0000000000,1.0000000000
OX.XO.XO.,OX.XO.X..,X,6,0.0000000000,0.3333333333,0.6666666667
OX.XO.X.O,OX.XO.X..,X,6,0.0000000000,1.0000000000,0.0000000000
OX.XO.X..,OX.XO....,O,5,0.1666666667,0.5000000000,0.3333333333
OX.XOOOXX,OX.XOO.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OX.XOO.XX,OX.XOO.X.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XOO.X.,OX.XO..X.,X,6,0.3333333333,0.3333333333,0.3333333333
OX.XO.OXX,OX.XO.OX.,O,7,0.0000000000,0.5000000000,0.5000000000
OX.XO.OX.,OX.XO..X.,X,6,0.0000000000,0.6666666667,0.3333333333
OX.XO..XO,OX.XO..X.,X,6,0.0000000000,1.0000000000,0.0000000000
OX.XO..X.,OX.XO....,O,5,0.1666666667,0.6666666667,0.1666666667
OX.XOO..X,OX.XO...X,X,6,0.3333333333,0.0000000000,0.6666666667
OX.XO.O.X,OX.XO...X,X,6,0.3333333333,0.3333333333,0.3333333333
OX.XO..OX,OX.XO...X,X,6,0.3333333333,0.0000000000,0.6666666667
OX.XO...X,OX.XO....,O,5,0.3333333333,0.1666666667,0.5000000000
OX.XO....,OX.X.....,X,4,0.2000000000,0.5000000000,0.3000000000
OXXXXOOOX,OXXXXOOO.,O,9,0.0000000000,0.0000000000,1.0000000000
OXXXXOOO.,OXXXXOO..,X,8,0.0000000000,0.0000000000,1.0000000000
OXXXXOOXO,OXXXXOO.O,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXXOO.O,OXXXXOO..,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXXOO..,OXXX.OO..,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX.OOXO,OXXX.OOX.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXX.OOX.,OXXX.OO..,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX.OOOX,OXXX.OO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OXXX.OO.X,OXXX.OO..,O,7,0.0000000000,0.0000000000,1.0000000000
OXXX.OO..,OXXX.O...,X,6,0.3333333333,0.0000000000,0.6666666667
OXXXXOXOO,OXXXXO.OO,O,9,1.0000000000,0.0000000000,0.0000000000
OXXXXO.OO,OXXXXO.O.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXXXO.O.,OXXX.O.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX.OXOO,OXXX.OXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OXXX.OXO.,OXXX.O.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX.O.OX,OXXX.O.O.,O,7,0.0000000000,0.0000000000,1.0000000000
OXXX.O.O.,OXXX.O...,X,6,0.3333333333,0.0000000000,0.6666666667
OXXXXO..O,OXXX.O..O,O,7,1.0000000000,0.0000000000,0.0000000000
OXXX.OX.O,OXXX.O..O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX.O.XO,OXXX.O..O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX.O..O,OXXX.O...,X,6,0.6666666667,0.3333333333,0.0000000000
OXXX.O...,OX.X.O...,O,5,0.3333333333,0.1666666667,0.5000000000
OX.XXOOX.,OX.XXOO..,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XXOOOX,OX.XXOO.X,X,8,0.0000000000,0.0000000000,1.0000000000
OX.XXOO.X,OX.XXOO..,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XXOO..,OX.XXO...,X,6,0.6666666667,0.0000000000,0.3333333333
OX.XXOXOO,OX.XXOXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OX.XXOXO.,OX.XXO.O.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XXO.OX,OX.XXO.O.,O,7,0.0000000000,0.0000000000,1.0000000000
OX.XXO.O.,OX.XXO...,X,6,0.3333333333,0.0000000000,0.6666666667
OX.XXOX.O,OX.XXO..O,O,7,0.5000000000,0.5000000000,0.0000000000
OX.XXO.XO,OX.XXO..O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XXO..O,OX.XXO...,X,6,0.8333333333,0.1666666667,0.0000000000
OX.XXO...,OX.X.O...,O,5,0.5833333333,0.0833333333,0.3333333333
OX.X.OXOX,OX.X.OXO.,O,7,0.0000000000,0.0000000000,1.0000000000
OX.X.OXO.,OX.X.OX..,X,6,0.3333333333,0.0000000000,0.6666666667
OX.X.OXXO,OX.X.OX.O,O,7,0.0000000000,1.0000000000,0.0000000000
OX.X.OX.O,OX.X.OX..,X,6,0.3333333333,0.6666666667,0.0000000000
OX.X.OX..,OX.X.O...,O,5,0.3333333333,0.3333333333,0.3333333333
OX.X.OOXX,OX.X.OOX.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.X.OOX.,OX.X.O.X.,X,6,0.6666666667,0.0000000000,0.3333333333
OX.X.O.XO,OX.X.O.X.,X,6,0.5000000000,0.5000000000,0.0000000000
OX.X.O.X.,OX.X.O...,O,5,0.5833333333,0.2500000000,0.1666666667
OX.X.OO.X,OX.X.O..X,X,6,0.3333333333,0.0000000000,0.6666666667
OX.X.O.OX,OX.X.O..X,X,6,0.0000000000,0.0000000000,1.0000000000
OX.X.O..X,OX.X.O...,O,5,0.3333333333,0.0000000000,0.6666666667
OX.X.O...,OX.X.....,X,4,0.4333333333,0.1666666667,0.4000000000
OXXXX.OOO,OXXXX.OO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXXX.OO.,OXXX..OO.,O,7,0.0000000000,0.5000000000,0.5000000000
OXXX.XOOO,OXXX.XOO.,X,8,0.0000000000,1.0000000000,0.0000000000
OXXX.XOO.,OXXX..OO.,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX..OOX,OXXX..OO.,O,7,0.5000000000,0.0000000000,0.5000000000
OXXX..OO.,OXXX..O..,X,6,0.3333333333,0.3333333333,0.3333333333
OXXXX.O.O,OXXX..O.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX.XO.O,OXXX..O.O,O,7,0.0000000000,1.0000000000,0.0000000000
OXXX..OXO,OXXX..O.O,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX..O.O,OXXX..O..,X,6,0.3333333333,0.6666666667,0.0000000000
OXXX..O..,OX.X..O..,O,5,0.3333333333,0.3333333333,0.3333333333
OX.XXXOO.,OX.XX.OO.,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX.OOX,OX.XX.OO.,O,7,0.5000000000,0.0000000000,0.5000000000
OX.XX.OO.,OX.XX.O..,X,6,0.5000000000,0.1666666667,0.3333333333
OX.XXXO.O,OX.XX.O.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX.OXO,OX.XX.O.O,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX.O.O,OX.XX.O..,X,6,0.8333333333,0.1666666667,0.0000000000
OX.XX.O..,OX.X..O..,O,5,0.7500000000,0.0833333333,0.1666666667
OX.X.XOOX,OX.X.XOO.,O,7,1.0000000000,0.0000000000,0.0000000000
OX.X.XOO.,OX.X.XO..,X,6,0.8333333333,0.1666666667,0.0000000000
OX.X.XOXO,OX.X.XO.O,O,7,0.5000000000,0.5000000000,0.0000000000
OX.X.XO.O,OX.X.XO..,X,6,0.5000000000,0.5000000000,0.0000000000
OX.X.XO..,OX.X..O..,O,5,0.5833333333,0.4166666667,0.0000000000
OX.X..OXO,OX.X..OX.,X,6,0.6666666667,0.3333333333,0.0000000000
OX.X..OX.,OX.X..O..,O,5,0.5000000000,0.3333333333,0.1666666667
OX.X..OOX,OX.X..O.X,X,6,0.6666666667,0.0000000000,0.3333333333
OX.X..O.X,OX.X..O..,O,5,0.5000000000,0.1666666667,0.3333333333
OX.X..O..,OX.X.....,X,4,0.5333333333,0.2666666667,0.2000000000
OXXXX..OO,OXXX...OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX.X.OO,OXXX...OO,O,7,0.0000000000,1.0000000000,0.0000000000
OXXX..XOO,OXXX...OO,O,7,0.5000000000,0.5000000000,0.0000000000
OXXX...OO,OXXX...O.,X,6,0.3333333333,0.6666666667,0.0000000000
OXXX...O.,OX.X...O.,O,5,0.3333333333,0.3333333333,0.3333333333
OX.XXX.OO,OX.XX..OO,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX.XOO,OX.XX..OO,O,7,1.0000000000,0.0000000000,0.0000000000
OX.XX..OO,OX.XX..O.,X,6,0.8333333333,0.1666666667,0.0000000000
OX.XX..O.,OX.X...O.,O,5,0.5833333333,0.0833333333,0.3333333333
OX.X.XXOO,OX.X.X.OO,O,7,0.5000000000,0.5000000000,0.0000000000
OX.X.X.OO,OX.X.X.O.,X,6,0.5000000000,0.5000000000,0.0000000000
OX.X.X.O.,OX.X...O.,O,5,0.5833333333,0.2500000000,0.1666666667
OX.X..XOO,OX.X..XO.,X,6,0.6666666667,0.3333333333,0.0000000000
OX.X..XO.,OX.X...O.,O,5,0.3333333333,0.1666666667,0.5000000000
OX.X...OX,OX.X...O.,O,5,0.3333333333,0.0000000000,0.6666666667
OX.X...O.,OX.X.....,X,4,0.4333333333,0.1666666667,0.4000000000
OXXX....O,OX.X....O,O,5,0.3333333333,0.6666666667,0.0000000000
OX.XX...O,OX.X....O,O,5,0.8333333333,0.1666666667,0.0000000000
OX.X.X..O,OX.X....O,O,5,0.4166666667,0.5833333333,0.0000000000
OX.X..X.O,OX.X....O,O,5,0.3333333333,0.6666666667,0.0000000000
OX.X...XO,OX.X....O,O,5,0.4166666667,0.5833333333,0.0000000000
OX.X....O,OX.X.....,X,4,0.4666666667,0.5333333333,0.0000000000
OX.X.....,O..X.....,O,3,0.4333333333,0.3166666667,0.2500000000
OOXXXOX..,OOXXXO...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXOOXX,OOXXXOOX.,O,9,0.0000000000,0.0000000000,1.0000000000
OOXXXOOX.,OOXXXO.X.,X,8,0.0000000000,0.0000000000,1.0000000000
OOXXXOXXO,OOXXXO.XO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXXO.XO,OOXXXO.X.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXXO.X.,OOXXXO...,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXOO.X,OOXXXO..X,X,8,0.0000000000,0.0000000000,1.0000000000
OOXXXOXOX,OOXXXO.OX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXXO.OX,OOXXXO..X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXXO..X,OOXXXO...,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXO...,OOXXX....,X,6,0.6666666667,0.0000000000,0.3333333333
OOXXXXO..,OOXXX.O..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXXXOXO,OOXXX.OXO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXX.OXO,OOXXX.OX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXX.OX.,OOXXX.O..,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXXXOOX,OOXXX.OOX,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXX.OOX,OOXXX.O.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXX.O.X,OOXXX.O..,O,7,0.5000000000,0.0000000000,0.5000000000
OOXXX.O..,OOXXX....,X,6,0.6666666667,0.0000000000,0.3333333333
OOXXXX.O.,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX.XO.,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..OX,OOXXX..O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..O.,OOXXX....,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXXX..O,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX.X.O,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX..XO,OOXXX...O,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXX...O,OOXXX....,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXX....,OOXX.....,O,5,0.8333333333,0.0000000000,0.1666666667
OOXXOXXO.,OOXXOXX..,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOXX.O,OOXXOXX..,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOXX..,OOXXOX...,O,7,0.0000000000,1.0000000000,0.0000000000
OOXXOXOXX,OOXXOXOX.,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXOXOX.,OOXXOX.X.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXOX.XO,OOXXOX.X.,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXOX.X.,OOXXOX...,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXOX..X,OOXXOX...,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXOX...,OOXX.X...,X,6,0.5000000000,0.5000000000,0.0000000000
OOXX.XOXO,OOXX.XOX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.XOX.,OOXX.XO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.XO.X,OOXX.XO..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.XO..,OOXX.X...,X,6,1.0000000000,0.0000000000,0.0000000000
OOXXXXXOO,OOXX.XXOO,O,9,1.0000000000,0.0000000000,0.0000000000
OOXX.XXOO,OOXX.XXO.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.XXO.,OOXX.X.O.,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X.OX,OOXX.X.O.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.X.O.,OOXX.X...,X,6,0.8333333333,0.1666666667,0.0000000000
OOXX.XX.O,OOXX.X..O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X.XO,OOXX.X..O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX.X..O,OOXX.X...,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX.X...,OOXX.....,O,5,0.7500000000,0.2500000000,0.0000000000
OOXXOOXXX,OOXXOOXX.,O,9,1.0000000000,0.0000000000,0.0000000000
OOXXOOXX.,OOXXO.XX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.XXO,OOXXO.XX.,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXO.XX.,OOXXO.X..,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXOOX.X,OOXXO.X.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.XOX,OOXXO.X.X,X,8,0.0000000000,1.0000000000,0.0000000000
OOXXO.X.X,OOXXO.X..,O,7,0.5000000000,0.5000000000,0.0000000000
OOXXO.X..,OOXX..X..,X,6,0.3333333333,0.6666666667,0.0000000000
OOXX.OXXO,OOXX.OXX.,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.OXX.,OOXX.OX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.OXOX,OOXX.OX.X,X,8,1.0000000000,0.0000000000,0.0000000000
OOXX.OX.X,OOXX.OX..,O,7,1.0000000000,0.0000000000,0.0000000000
OOXX.OX..,OOXX..X..,X,6,1.0000000000,0.0000000000,0.0000000000
OOXX..XOX,OOXX..XO.,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX..XO.,OOXX..X..,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX..XXO,OOXX..X.O,O,7,0.5000000000,0.5000000000,0.0000000000
OOXX..X.O,OOXX..X..,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX..X..,OOXX.....,O,5,0.6666666667,0.3333333333,0.0000000000
OOXXOO.XX,OOXXO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO.OXX,OOXXO..XX,X,8,1.0000000000,0.0000000000,0.0000000000
OOXXO..XX,OOXXO..X.,O,7,1.0000000000,0.0000000000,0.0000000000
OOXXO..X.,OOXX...X.,X,6,0.6666666667,0.3333333333,0.0000000000
OOXX.OOXX,OOXX.O.XX,X,8,0.0000000000,0.0000000000,1.0000000000
OOXX.O.XX,OOXX.O.X.,O,7,0.5000000000,0.0000000000,0.5000000000
OOXX.O.X.,OOXX...X.,X,6,0.6666666667,0.0000000000,0.3333333333
